store,city,brand,size,onhand,price,startdate
29,5,4089,0.0,17,20.99,2024-01-01
29,5,4103,750.0,8,14.99,2024-01-01
29,5,4135,50.0,98,0.99,2024-01-01
29,5,4141,50.0,0,0.99,2024-01-01
29,5,4152,750.0,13,4.99,2024-01-01
29,5,4153,0.0,8,11.99,2024-01-01
29,5,4157,50.0,93,0.99,2024-01-01
29,5,4174,0.0,3,29.99,2024-01-01
29,5,4176,750.0,7,10.99,2024-01-01
29,5,4181,0.0,5,11.99,2024-01-01
29,5,4187,750.0,3,17.99,2024-01-01
29,5,4194,0.0,9,12.99,2024-01-01
29,5,4196,750.0,13,9.99,2024-01-01
29,5,4198,0.0,24,24.99,2024-01-01
29,5,4199,0.0,3,21.99,2024-01-01
29,5,4201,0.0,19,12.99,2024-01-01
29,5,4204,750.0,10,9.99,2024-01-01
29,5,4218,750.0,8,16.99,2024-01-01
29,5,4221,0.0,18,17.99,2024-01-01
29,5,4222,750.0,10,9.99,2024-01-01
29,5,4223,0.0,7,19.99,2024-01-01
29,5,4224,750.0,8,14.99,2024-01-01
29,5,4225,0.0,22,24.99,2024-01-01
29,5,4226,750.0,10,9.99,2024-01-01
29,5,4227,0.0,60,17.99,2024-01-01
29,5,4229,0.0,8,19.99,2024-01-01
29,5,4234,750.0,13,9.99,2024-01-01
29,5,4241,50.0,97,1.99,2024-01-01
29,5,4243,0.0,17,19.99,2024-01-01
29,5,4245,750.0,23,9.99,2024-01-01
29,5,4246,375.0,12,5.49,2024-01-01
29,5,4247,750.0,7,9.99,2024-01-01
29,5,4249,750.0,11,12.99,2024-01-01
29,5,4252,50.0,70,0.99,2024-01-01
29,5,4258,750.0,4,9.99,2024-01-01
29,5,4261,0.0,45,21.99,2024-01-01
29,5,4262,750.0,22,16.99,2024-01-01
29,5,4263,750.0,12,16.99,2024-01-01
29,5,4264,750.0,12,14.99,2024-01-01
29,5,4265,375.0,9,10.99,2024-01-01
29,5,4267,0.0,7,19.99,2024-01-01
29,5,4268,750.0,9,22.99,2024-01-01
29,5,4269,0.0,9,12.99,2024-01-01
29,5,4278,750.0,10,11.99,2024-01-01
29,5,4280,0.0,3,23.99,2024-01-01
29,5,4291,0.0,5,12.99,2024-01-01
29,5,4296,0.0,9,11.99,2024-01-01
29,5,4297,750.0,11,7.99,2024-01-01
29,5,4304,50.0,92,0.99,2024-01-01
29,5,4313,0.0,3,26.99,2024-01-01
29,5,4330,0.0,16,25.99,2024-01-01
29,5,4343,750.0,11,9.99,2024-01-01
29,5,4345,750.0,6,19.99,2024-01-01
29,5,4346,0.0,15,10.99,2024-01-01
29,5,4349,750.0,8,15.99,2024-01-01
29,5,4351,750.0,6,22.99,2024-01-01
29,5,4359,0.0,9,10.99,2024-01-01
29,5,4363,0.0,3,32.99,2024-01-01
29,5,4368,0.0,8,33.99,2024-01-01
29,5,4370,0.0,5,10.99,2024-01-01
29,5,4379,50.0,89,0.99,2024-01-01
29,5,4380,0.0,4,13.99,2024-01-01
29,5,4382,0.0,9,13.99,2024-01-01
29,5,4385,0.0,6,24.99,2024-01-01
29,5,4390,750.0,5,42.99,2024-01-01
29,5,4404,375.0,11,5.49,2024-01-01
29,5,4410,750.0,4,9.99,2024-01-01
29,5,4416,750.0,7,9.99,2024-01-01
29,5,4429,0.0,9,21.99,2024-01-01
29,5,4437,0.0,8,33.99,2024-01-01
29,5,4438,750.0,9,9.99,2024-01-01
29,5,4447,750.0,2,25.99,2024-01-01
29,5,4478,750.0,12,17.99,2024-01-01
29,5,4480,750.0,11,12.99,2024-01-01
29,5,4563,0.0,6,18.99,2024-01-01
29,5,4565,750.0,14,9.49,2024-01-01
29,5,4574,750.0,4,31.99,2024-01-01
29,5,4626,750.0,9,14.99,2024-01-01
29,5,4634,0.0,5,10.99,2024-01-01
29,5,4662,0.0,8,19.99,2024-01-01
29,5,4664,750.0,8,34.99,2024-01-01
29,5,4673,0.0,2,69.99,2024-01-01
29,5,4677,750.0,2,44.99,2024-01-01
29,5,4678,750.0,4,22.99,2024-01-01
29,5,4679,375.0,6,11.99,2024-01-01
29,5,4682,750.0,3,34.99,2024-01-01
29,5,4689,750.0,2,51.99,2024-01-01
29,5,4703,50.0,63,0.99,2024-01-01
29,5,4705,50.0,71,0.99,2024-01-01
29,5,4722,750.0,4,34.99,2024-01-01
29,5,4734,750.0,2,14.99,2024-01-01
29,5,4737,750.0,13,10.99,2024-01-01
29,5,4783,0.0,4,13.99,2024-01-01
29,5,4798,50.0,22,1.99,2024-01-01
29,5,4829,0.0,12,13.99,2024-01-01
29,5,4881,0.0,20,19.99,2024-01-01
29,5,4896,0.0,3,17.99,2024-01-01
29,5,4897,50.0,21,4.49,2024-01-01
29,5,4916,0.0,5,9.99,2024-01-01
29,5,4932,750.0,7,7.99,2024-01-01
29,5,4938,750.0,12,8.99,2024-01-01
29,5,4939,0.0,9,15.99,2024-01-01
29,5,5031,0.0,7,14.99,2024-01-01
29,5,5042,750.0,13,13.99,2024-01-01
29,5,5058,0.0,1,17.99,2024-01-01
29,5,5060,750.0,40,12.99,2024-01-01
29,5,5096,750.0,11,10.99,2024-01-01
29,5,5101,750.0,42,12.99,2024-01-01
29,5,5103,0.0,2,23.99,2024-01-01
29,5,5105,0.0,9,19.99,2024-01-01
29,5,5111,50.0,54,0.99,2024-01-01
29,5,5128,750.0,3,11.49,2024-01-01
29,5,5130,750.0,2,17.99,2024-01-01
29,5,5134,750.0,37,12.99,2024-01-01
29,5,5137,750.0,2,9.99,2024-01-01
29,5,5138,750.0,45,13.99,2024-01-01
29,5,5142,0.0,21,22.99,2024-01-01
29,5,5146,750.0,5,17.99,2024-01-01
29,5,5153,750.0,5,15.99,2024-01-01
29,5,5155,750.0,10,7.99,2024-01-01
29,5,5165,750.0,3,19.99,2024-01-01
29,5,5168,750.0,10,18.99,2024-01-01
29,5,5170,750.0,44,12.99,2024-01-01
29,5,5187,750.0,2,7.99,2024-01-01
29,5,5191,375.0,3,9.99,2024-01-01
29,5,5192,750.0,12,18.99,2024-01-01
29,5,5197,375.0,14,7.99,2024-01-01
29,5,5219,750.0,5,19.99,2024-01-01
29,5,5228,750.0,15,8.99,2024-01-01
29,5,5230,0.0,5,15.99,2024-01-01
29,5,5232,0.0,6,14.99,2024-01-01
29,5,5242,750.0,8,29.99,2024-01-01
29,5,5251,50.0,49,0.99,2024-01-01
29,5,5253,0.0,5,15.99,2024-01-01
29,5,5254,750.0,5,10.99,2024-01-01
29,5,5270,50.0,104,1.99,2024-01-01
29,5,5292,750.0,15,17.99,2024-01-01
29,5,5296,0.0,7,28.99,2024-01-01
29,5,5297,750.0,3,13.99,2024-01-01
29,5,5298,750.0,5,16.99,2024-01-01
29,5,5299,0.0,7,19.99,2024-01-01
29,5,5311,0.0,2,34.99,2024-01-01
29,5,5312,750.0,1,19.99,2024-01-01
29,5,5315,750.0,11,24.99,2024-01-01
29,5,5316,50.0,33,2.29,2024-01-01
29,5,5317,50.0,26,3.29,2024-01-01
29,5,5318,750.0,2,24.99,2024-01-01
29,5,5330,0.0,4,15.99,2024-01-01
29,5,5337,750.0,10,26.99,2024-01-01
29,5,5339,50.0,101,3.29,2024-01-01
29,5,5342,750.0,7,26.99,2024-01-01
29,5,5348,750.0,8,10.99,2024-01-01
29,5,5353,375.0,6,18.99,2024-01-01
29,5,5358,750.0,8,25.99,2024-01-01
29,5,5364,0.0,26,29.99,2024-01-01
29,5,5365,750.0,47,18.99,2024-01-01
29,5,5367,750.0,12,9.99,2024-01-01
29,5,5368,750.0,12,21.49,2024-01-01
29,5,5371,50.0,4,0.99,2024-01-01
29,5,5382,750.0,10,11.99,2024-01-01
29,5,5391,0.0,10,15.99,2024-01-01
29,5,5392,750.0,41,17.99,2024-01-01
29,5,5396,750.0,5,16.99,2024-01-01
29,5,5399,50.0,63,1.99,2024-01-01
29,5,5403,750.0,11,9.99,2024-01-01
29,5,5410,750.0,11,7.99,2024-01-01
29,5,5438,750.0,9,9.99,2024-01-01
29,5,5440,0.0,25,34.99,2024-01-01
29,5,5444,0.0,4,19.99,2024-01-01
29,5,5445,750.0,41,15.99,2024-01-01
29,5,5447,375.0,7,9.99,2024-01-01
29,5,5452,750.0,0,11.99,2024-01-01
29,5,5457,50.0,8,1.99,2024-01-01
29,5,5480,750.0,5,10.99,2024-01-01
29,5,5490,50.0,17,0.99,2024-01-01
29,5,5491,50.0,49,1.99,2024-01-01
29,5,5495,750.0,3,15.99,2024-01-01
29,5,5505,750.0,4,18.99,2024-01-01
29,5,5536,50.0,52,1.49,2024-01-01
29,5,5539,750.0,3,10.99,2024-01-01
29,5,5560,0.0,6,18.99,2024-01-01
29,5,5587,0.0,13,19.99,2024-01-01
29,5,5597,750.0,14,9.99,2024-01-01
29,5,5603,50.0,11,0.99,2024-01-01
29,5,5616,0.0,6,19.99,2024-01-01
29,5,5626,750.0,9,9.99,2024-01-01
29,5,5627,375.0,8,16.99,2024-01-01
29,5,5629,0.0,7,8.99,2024-01-01
29,5,5630,750.0,18,17.99,2024-01-01
29,5,5661,750.0,17,12.99,2024-01-01
29,5,5662,750.0,3,10.99,2024-01-01
29,5,5676,50.0,33,1.99,2024-01-01
29,5,5680,50.0,64,1.99,2024-01-01
29,5,5694,0.0,5,9.99,2024-01-01
29,5,5706,750.0,6,26.99,2024-01-01
29,5,5713,0.0,3,16.99,2024-01-01
29,5,5714,0.0,2,9.99,2024-01-01
29,5,5725,750.0,7,9.99,2024-01-01
29,5,5731,750.0,13,12.99,2024-01-01
29,5,5734,0.0,33,21.99,2024-01-01
29,5,5735,750.0,4,12.99,2024-01-01
29,5,5739,50.0,18,1.99,2024-01-01
29,5,5747,750.0,13,12.99,2024-01-01
29,5,5758,0.0,5,19.99,2024-01-01
29,5,5759,750.0,9,12.99,2024-01-01
29,5,5765,0.0,8,15.99,2024-01-01
29,5,5767,0.0,13,15.99,2024-01-01
29,5,5780,750.0,4,13.99,2024-01-01
29,5,5805,0.0,7,15.99,2024-01-01
29,5,5810,0.0,9,15.99,2024-01-01
29,5,5847,750.0,7,21.99,2024-01-01
29,5,5849,750.0,3,16.99,2024-01-01
29,5,5872,50.0,22,2.99,2024-01-01
29,5,5875,0.0,6,17.99,2024-01-01
29,5,5877,50.0,121,0.99,2024-01-01
29,5,5890,750.0,13,21.99,2024-01-01
29,5,5891,0.0,6,15.99,2024-01-01
29,5,5897,750.0,13,11.99,2024-01-01
29,5,5921,750.0,6,21.99,2024-01-01
29,5,5952,50.0,32,1.99,2024-01-01
29,5,6105,750.0,2,19.99,2024-01-01
29,5,6126,750.0,2,25.99,2024-01-01
29,5,6162,750.0,13,21.99,2024-01-01
29,5,6183,750.0,12,8.99,2024-01-01
29,5,6213,0.0,6,7.99,2024-01-01
29,5,6216,0.0,5,7.99,2024-01-01
29,5,6226,0.0,5,7.99,2024-01-01
29,5,6231,750.0,35,14.99,2024-01-01
29,5,6234,0.0,8,10.99,2024-01-01
29,5,6249,750.0,23,12.99,2024-01-01
29,5,6256,0.0,4,9.99,2024-01-01
29,5,6264,750.0,4,6.99,2024-01-01
29,5,6269,0.0,7,9.99,2024-01-01
29,5,6273,0.0,12,7.99,2024-01-01
29,5,6278,750.0,8,10.95,2024-01-01
29,5,6281,0.0,2,12.99,2024-01-01
29,5,6285,0.0,10,9.99,2024-01-01
29,5,6288,0.0,4,14.99,2024-01-01
29,5,6293,750.0,5,9.99,2024-01-01
29,5,6296,0.0,5,7.79,2024-01-01
29,5,6312,0.0,10,9.99,2024-01-01
29,5,6319,750.0,11,10.99,2024-01-01
29,5,6349,0.0,21,6.99,2024-01-01
29,5,6351,750.0,67,16.99,2024-01-01
29,5,6356,0.0,4,7.79,2024-01-01
29,5,6358,750.0,10,12.99,2024-01-01
29,5,6360,0.0,3,13.99,2024-01-01
29,5,6385,0.0,6,12.99,2024-01-01
29,5,6396,0.0,3,7.79,2024-01-01
29,5,6398,750.0,8,10.99,2024-01-01
29,5,6420,750.0,17,7.99,2024-01-01
29,5,6448,750.0,11,10.49,2024-01-01
29,5,6451,750.0,7,9.99,2024-01-01
29,5,6455,0.0,21,8.95,2024-01-01
29,5,6459,750.0,12,10.99,2024-01-01
29,5,6479,750.0,49,8.99,2024-01-01
29,5,6498,0.0,9,16.99,2024-01-01
29,5,6499,750.0,14,16.99,2024-01-01
29,5,6523,0.0,3,16.99,2024-01-01
29,5,6524,750.0,5,6.99,2024-01-01
29,5,6529,750.0,3,34.99,2024-01-01
29,5,6535,750.0,14,11.99,2024-01-01
29,5,6542,750.0,13,6.99,2024-01-01
29,5,6552,0.0,5,22.99,2024-01-01
29,5,6553,750.0,13,11.99,2024-01-01
29,5,6565,750.0,25,8.99,2024-01-01
29,5,6567,750.0,13,8.99,2024-01-01
29,5,6569,750.0,4,19.99,2024-01-01
29,5,6570,750.0,88,9.95,2024-01-01
29,5,6572,750.0,10,17.99,2024-01-01
29,5,6574,0.0,9,16.99,2024-01-01
29,5,6575,750.0,22,9.99,2024-01-01
29,5,6579,750.0,31,9.99,2024-01-01
29,5,6581,750.0,5,12.99,2024-01-01
29,5,6585,750.0,2,7.99,2024-01-01
29,5,6586,0.0,12,10.99,2024-01-01
29,5,6590,0.0,4,14.99,2024-01-01
29,5,6595,750.0,36,7.99,2024-01-01
29,5,6599,750.0,9,12.99,2024-01-01
29,5,6635,0.0,7,9.99,2024-01-01
29,5,6638,0.0,3,24.99,2024-01-01
29,5,6647,750.0,44,8.99,2024-01-01
29,5,6649,750.0,7,11.99,2024-01-01
29,5,6650,750.0,7,14.99,2024-01-01
29,5,6651,750.0,9,11.99,2024-01-01
29,5,6654,750.0,11,39.99,2024-01-01
29,5,6655,0.0,7,6.99,2024-01-01
29,5,6660,0.0,6,14.99,2024-01-01
29,5,6670,750.0,9,9.99,2024-01-01
29,5,6682,0.0,35,8.99,2024-01-01
29,5,6688,750.0,70,9.99,2024-01-01
29,5,6692,750.0,5,11.99,2024-01-01
29,5,6694,750.0,10,7.99,2024-01-01
29,5,6721,0.0,6,16.99,2024-01-01
29,5,6725,0.0,3,12.99,2024-01-01
29,5,6727,750.0,13,17.99,2024-01-01
29,5,6734,0.0,12,9.99,2024-01-01
29,5,6735,0.0,6,9.99,2024-01-01
29,5,6824,750.0,14,14.99,2024-01-01
29,5,6828,750.0,4,9.99,2024-01-01
29,5,6854,0.0,6,14.99,2024-01-01
29,5,6855,750.0,1,19.99,2024-01-01
29,5,6857,0.0,8,9.99,2024-01-01
29,5,6859,0.0,10,10.99,2024-01-01
29,5,6861,0.0,9,5.99,2024-01-01
29,5,6864,750.0,7,9.99,2024-01-01
29,5,6867,750.0,18,19.99,2024-01-01
29,5,6873,750.0,13,14.99,2024-01-01
29,5,6876,0.0,3,5.99,2024-01-01
29,5,6879,50.0,120,0.99,2024-01-01
29,5,6896,750.0,1,14.95,2024-01-01
29,5,6918,0.0,10,17.99,2024-01-01
29,5,6933,750.0,49,8.99,2024-01-01
29,5,6937,0.0,40,9.99,2024-01-01
29,5,6938,0.0,16,6.99,2024-01-01
29,5,6946,750.0,0,8.99,2024-01-01
29,5,6958,0.0,5,7.99,2024-01-01
29,5,6960,750.0,6,6.99,2024-01-01
29,5,6967,750.0,19,19.99,2024-01-01
29,5,6975,750.0,10,7.99,2024-01-01
29,5,6976,750.0,10,18.99,2024-01-01
29,5,6983,750.0,13,14.99,2024-01-01
29,5,6984,750.0,8,16.99,2024-01-01
29,5,6995,0.0,3,6.99,2024-01-01
29,5,7159,750.0,13,6.99,2024-01-01
29,5,7221,0.0,6,10.49,2024-01-01
29,5,7224,750.0,12,15.99,2024-01-01
29,5,7254,750.0,8,7.99,2024-01-01
29,5,7261,750.0,4,5.49,2024-01-01
29,5,7279,0.0,4,6.99,2024-01-01
29,5,7282,750.0,10,9.99,2024-01-01
29,5,7293,0.0,3,8.99,2024-01-01
29,5,7302,750.0,12,10.99,2024-01-01
29,5,7320,0.0,4,17.99,2024-01-01
29,5,7340,750.0,2,18.99,2024-01-01
29,5,7341,50.0,1,0.99,2024-01-01
29,5,7345,750.0,10,9.99,2024-01-01
29,5,7423,0.0,5,7.99,2024-01-01
29,5,7424,1000.0,31,15.49,2024-01-01
29,5,7535,750.0,14,5.99,2024-01-01
29,5,7715,750.0,7,4.49,2024-01-01
29,5,7716,750.0,10,5.49,2024-01-01
29,5,7718,750.0,7,5.49,2024-01-01
29,5,7725,750.0,6,9.99,2024-01-01
29,5,7728,750.0,17,9.99,2024-01-01
29,5,7818,750.0,11,5.49,2024-01-01
29,5,7860,750.0,5,5.99,2024-01-01
29,5,7865,750.0,1,34.99,2024-01-01
29,5,7868,750.0,3,35.99,2024-01-01
29,5,7872,750.0,14,44.99,2024-01-01
29,5,7878,0.0,7,15.99,2024-01-01
29,5,7969,750.0,3,14.99,2024-01-01
29,5,7977,0.0,6,10.49,2024-01-01
29,5,7978,750.0,13,7.49,2024-01-01
29,5,7982,750.0,7,7.49,2024-01-01
29,5,7991,0.0,4,9.99,2024-01-01
29,5,7993,750.0,5,6.49,2024-01-01
29,5,7994,0.0,9,9.99,2024-01-01
29,5,7996,750.0,14,6.49,2024-01-01
29,5,8000,0.0,7,67.99,2024-01-01
29,5,8016,750.0,14,6.99,2024-01-01
29,5,8018,750.0,15,6.99,2024-01-01
29,5,8021,750.0,4,42.99,2024-01-01
29,5,8023,750.0,15,4.49,2024-01-01
29,5,8032,750.0,7,7.99,2024-01-01
29,5,8033,50.0,12,2.99,2024-01-01
29,5,8036,0.0,4,11.99,2024-01-01
29,5,8040,750.0,3,9.99,2024-01-01
29,5,8050,750.0,3,17.99,2024-01-01
29,5,8053,50.0,38,0.99,2024-01-01
29,5,8057,750.0,3,24.99,2024-01-01
29,5,8064,50.0,72,0.99,2024-01-01
29,5,8066,0.0,6,9.99,2024-01-01
29,5,8068,0.0,61,24.99,2024-01-01
29,5,8072,750.0,4,36.99,2024-01-01
29,5,8082,0.0,11,29.99,2024-01-01
29,5,8096,50.0,28,1.99,2024-01-01
29,5,8102,0.0,2,24.99,2024-01-01
29,5,8103,50.0,70,0.99,2024-01-01
29,5,8107,0.0,20,34.99,2024-01-01
29,5,8110,0.0,6,8.99,2024-01-01
29,5,8111,50.0,29,0.99,2024-01-01
29,5,8112,0.0,22,24.99,2024-01-01
29,5,8118,750.0,15,5.99,2024-01-01
29,5,8120,0.0,6,8.99,2024-01-01
29,5,8123,750.0,5,12.99,2024-01-01
29,5,8124,750.0,7,12.99,2024-01-01
29,5,8130,50.0,21,1.29,2024-01-01
29,5,8131,750.0,9,17.99,2024-01-01
29,5,8143,750.0,3,34.99,2024-01-01
29,5,8149,750.0,9,19.99,2024-01-01
29,5,8152,750.0,14,12.99,2024-01-01
29,5,8159,0.0,21,25.99,2024-01-01
29,5,8166,750.0,5,19.99,2024-01-01
29,5,8170,50.0,8,2.99,2024-01-01
29,5,8171,50.0,10,0.99,2024-01-01
29,5,8172,50.0,129,0.99,2024-01-01
29,5,8178,750.0,4,27.99,2024-01-01
29,5,8184,50.0,17,1.99,2024-01-01
29,5,8187,750.0,12,16.99,2024-01-01
29,5,8189,0.0,20,31.99,2024-01-01
29,5,8191,0.0,5,18.49,2024-01-01
29,5,8200,50.0,23,2.99,2024-01-01
29,5,8202,750.0,10,17.99,2024-01-01
29,5,8203,50.0,115,2.99,2024-01-01
29,5,8205,50.0,19,1.99,2024-01-01
29,5,8214,750.0,8,9.99,2024-01-01
29,5,8218,0.0,23,31.99,2024-01-01
29,5,8223,750.0,7,13.99,2024-01-01
29,5,8231,0.0,8,12.99,2024-01-01
29,5,8232,0.0,8,8.99,2024-01-01
29,5,8236,50.0,88,1.49,2024-01-01
29,5,8246,750.0,10,10.99,2024-01-01
29,5,8258,750.0,3,29.99,2024-01-01
29,5,8264,750.0,5,8.99,2024-01-01
29,5,8265,750.0,10,9.99,2024-01-01
29,5,8280,750.0,10,12.99,2024-01-01
29,5,8288,750.0,5,11.99,2024-01-01
29,5,8296,750.0,5,27.99,2024-01-01
29,5,8312,750.0,1,9.99,2024-01-01
29,5,8329,750.0,14,7.99,2024-01-01
29,5,8338,375.0,3,21.99,2024-01-01
29,5,8339,750.0,13,41.99,2024-01-01
29,5,8342,750.0,6,11.99,2024-01-01
29,5,8345,750.0,10,7.99,2024-01-01
29,5,8346,750.0,0,14.99,2024-01-01
29,5,8358,750.0,2,19.99,2024-01-01
29,5,8361,0.0,6,14.99,2024-01-01
29,5,8370,0.0,7,10.99,2024-01-01
29,5,8386,750.0,9,13.49,2024-01-01
29,5,8387,750.0,10,21.99,2024-01-01
29,5,8413,750.0,2,17.99,2024-01-01
29,5,8421,750.0,20,5.99,2024-01-01
29,5,8424,750.0,10,22.99,2024-01-01
29,5,8438,50.0,58,0.99,2024-01-01
29,5,8448,750.0,9,9.99,2024-01-01
29,5,8450,0.0,5,18.99,2024-01-01
29,5,8451,0.0,6,16.99,2024-01-01
29,5,8452,0.0,7,16.99,2024-01-01
29,5,8462,750.0,15,21.99,2024-01-01
29,5,8467,50.0,35,0.99,2024-01-01
29,5,8469,750.0,3,22.99,2024-01-01
29,5,8470,50.0,21,2.79,2024-01-01
29,5,8472,750.0,1,21.99,2024-01-01
29,5,8473,0.0,3,41.99,2024-01-01
29,5,8474,0.0,4,41.99,2024-01-01
29,5,8480,0.0,9,14.99,2024-01-01
29,5,8482,750.0,12,17.99,2024-01-01
29,5,8495,50.0,64,0.99,2024-01-01
29,5,8497,750.0,13,9.99,2024-01-01
29,5,8498,0.0,22,8.99,2024-01-01
29,5,8500,750.0,11,8.79,2024-01-01
29,5,8504,0.0,18,8.99,2024-01-01
29,5,8506,0.0,21,32.99,2024-01-01
29,5,8512,750.0,53,18.99,2024-01-01
29,5,8513,0.0,63,8.99,2024-01-01
29,5,8515,750.0,8,18.99,2024-01-01
29,5,8517,750.0,3,18.99,2024-01-01
29,5,8526,750.0,3,27.99,2024-01-01
29,5,8537,750.0,15,13.99,2024-01-01
29,5,8562,0.0,5,14.99,2024-01-01
29,5,8590,750.0,6,7.99,2024-01-01
29,5,8609,750.0,8,9.99,2024-01-01
29,5,8612,0.0,6,67.99,2024-01-01
29,5,8619,375.0,25,5.99,2024-01-01
29,5,8620,375.0,8,11.99,2024-01-01
29,5,8622,750.0,1,134.99,2024-01-01
29,5,8626,0.0,7,15.99,2024-01-01
29,5,8627,750.0,4,7.98,2024-01-01
29,5,8628,750.0,7,8.99,2024-01-01
29,5,8653,375.0,16,5.29,2024-01-01
29,5,8654,375.0,14,5.29,2024-01-01
29,5,8658,750.0,3,33.99,2024-01-01
29,5,8670,0.0,11,10.99,2024-01-01
29,5,8671,750.0,7,19.99,2024-01-01
29,5,8673,750.0,11,10.99,2024-01-01
29,5,8677,750.0,3,35.99,2024-01-01
29,5,8678,750.0,13,16.99,2024-01-01
29,5,8680,0.0,26,38.99,2024-01-01
29,5,8689,0.0,7,9.99,2024-01-01
29,5,8691,750.0,14,14.99,2024-01-01
29,5,8693,750.0,8,9.99,2024-01-01
29,5,8694,750.0,7,10.99,2024-01-01
29,5,8696,750.0,5,10.99,2024-01-01
29,5,8701,0.0,5,9.99,2024-01-01
29,5,8726,50.0,33,1.99,2024-01-01
29,5,8730,750.0,14,7.99,2024-01-01
29,5,8737,750.0,10,10.99,2024-01-01
29,5,8746,750.0,6,8.99,2024-01-01
29,5,8749,750.0,12,15.99,2024-01-01
29,5,8761,375.0,15,10.99,2024-01-01
29,5,8778,0.0,5,46.99,2024-01-01
29,5,8780,750.0,9,14.99,2024-01-01
29,5,8781,750.0,0,15.99,2024-01-01
29,5,8815,750.0,49,8.99,2024-01-01
29,5,8819,750.0,1,6.99,2024-01-01
29,5,8822,50.0,20,1.99,2024-01-01
29,5,8823,750.0,1,7.99,2024-01-01
29,5,8837,750.0,14,5.99,2024-01-01
29,5,8838,750.0,21,12.99,2024-01-01
29,5,8840,0.0,6,11.99,2024-01-01
29,5,8892,750.0,9,26.99,2024-01-01
29,5,8893,750.0,9,16.99,2024-01-01
29,5,8897,750.0,1,49.99,2024-01-01
29,5,8898,0.0,7,25.99,2024-01-01
29,5,8905,0.0,6,11.99,2024-01-01
29,5,8921,750.0,5,16.95,2024-01-01
29,5,8922,0.0,5,7.99,2024-01-01
29,5,8929,750.0,8,12.99,2024-01-01
29,5,8961,50.0,118,1.49,2024-01-01
29,5,8962,750.0,2,17.99,2024-01-01
29,5,8970,0.0,6,9.99,2024-01-01
29,5,8978,0.0,5,16.99,2024-01-01
29,5,9191,50.0,14,0.99,2024-01-01
29,5,9219,50.0,15,0.99,2024-01-01
29,5,10058,750.0,29,14.99,2024-01-01
29,5,10236,750.0,41,11.95,2024-01-01
29,5,10266,750.0,14,15.99,2024-01-01
29,5,10420,750.0,9,4.99,2024-01-01
29,5,10421,0.0,11,10.99,2024-01-01
29,5,10443,750.0,11,11.99,2024-01-01
29,5,10451,750.0,11,9.99,2024-01-01
29,5,10472,750.0,25,8.99,2024-01-01
29,5,10596,0.0,6,14.99,2024-01-01
29,5,10723,0.0,11,8.99,2024-01-01
29,5,10727,750.0,6,7.95,2024-01-01
29,5,10895,0.0,4,22.99,2024-01-01
29,5,10957,750.0,13,8.99,2024-01-01
29,5,11067,750.0,1,11.95,2024-01-01
29,5,11141,0.0,8,9.99,2024-01-01
29,5,11153,0.0,6,8.99,2024-01-01
29,5,11196,750.0,14,9.99,2024-01-01
29,5,11213,750.0,12,18.99,2024-01-01
29,5,11214,750.0,4,74.99,2024-01-01
29,5,11219,750.0,2,13.99,2024-01-01
29,5,11488,0.0,6,10.99,2024-01-01
29,5,11825,750.0,7,7.49,2024-01-01
29,5,11826,750.0,66,7.49,2024-01-01
29,5,11827,750.0,15,7.49,2024-01-01
29,5,11828,750.0,51,7.49,2024-01-01
29,5,11888,750.0,14,10.99,2024-01-01
29,5,11957,750.0,10,14.99,2024-01-01
29,5,11970,750.0,9,14.99,2024-01-01
29,5,12111,750.0,9,15.99,2024-01-01
29,5,12123,750.0,7,4.99,2024-01-01
29,5,12147,750.0,6,8.99,2024-01-01
29,5,12212,0.0,4,18.99,2024-01-01
29,5,12213,750.0,17,8.99,2024-01-01
29,5,12216,750.0,11,9.99,2024-01-01
29,5,12220,750.0,39,9.99,2024-01-01
29,5,12227,750.0,10,12.99,2024-01-01
29,5,12343,0.0,3,17.99,2024-01-01
29,5,12465,750.0,43,8.99,2024-01-01
29,5,12495,750.0,14,7.49,2024-01-01
29,5,12586,0.0,6,10.99,2024-01-01
29,5,12747,750.0,12,4.99,2024-01-01
29,5,12771,750.0,3,12.99,2024-01-01
29,5,12944,750.0,10,9.99,2024-01-01
29,5,13154,750.0,5,11.99,2024-01-01
29,5,13163,750.0,5,7.99,2024-01-01
29,5,13258,750.0,16,9.99,2024-01-01
29,5,13430,750.0,5,10.99,2024-01-01
29,5,13458,750.0,8,8.99,2024-01-01
29,5,13661,750.0,9,16.95,2024-01-01
29,5,13665,750.0,11,12.99,2024-01-01
29,5,13708,0.0,2,17.99,2024-01-01
29,5,13723,0.0,6,16.99,2024-01-01
29,5,13940,0.0,3,18.99,2024-01-01
29,5,13963,0.0,6,9.99,2024-01-01
29,5,14006,750.0,0,9.99,2024-01-01
29,5,14078,0.0,5,17.99,2024-01-01
29,5,14129,750.0,43,8.95,2024-01-01
29,5,14240,750.0,13,10.99,2024-01-01
29,5,14342,750.0,16,7.49,2024-01-01
29,5,14439,750.0,12,4.99,2024-01-01
29,5,14622,750.0,10,12.99,2024-01-01
29,5,14623,750.0,6,6.99,2024-01-01
29,5,14672,750.0,5,16.95,2024-01-01
29,5,14701,750.0,13,7.49,2024-01-01
29,5,14706,750.0,9,6.99,2024-01-01
29,5,14838,750.0,5,11.95,2024-01-01
29,5,14930,0.0,4,8.95,2024-01-01
