brand,price,size,volume,classification,purchaseprice,vendornumber
12495,6.99,750.0,750,2,4.66,9815
12520,6.99,750.0,750,2,4.72,9552
12539,13.99,750.0,750,2,9.08,4425
12586,8.99,1500.0,1500,2,4.82,516
12666,11.99,750.0,750,2,6.7,9165
12685,14.99,750.0,750,2,8.38,2242
12747,6.29,750.0,750,2,3.28,3252
12771,12.99,750.0,750,2,8.44,8892
12772,13.99,750.0,750,2,9.2,8892
12773,14.99,750.0,750,2,9.99,8892
12901,7.99,1500.0,1500,2,5.19,3252
12924,12.99,750.0,750,2,8.66,9165
12943,9.99,750.0,750,2,4.6,9165
12945,9.99,750.0,750,2,6.75,9165
12951,9.99,750.0,750,2,6.7,9165
12994,12.99,750.0,750,2,8.16,4425
13008,7.99,750.0,750,2,5.15,4425
13081,32.99,750.0,750,2,20.25,4692
13097,9.99,750.0,750,2,5.99,8892
13123,12.99,750.0,750,2,8.72,9552
13124,14.99,750.0,750,2,8.78,9552
13141,10.99,750.0,750,2,7.18,2242
13163,7.99,750.0,750,2,5.47,3252
13183,15.99,750.0,750,2,10.8,10754
13225,22.99,750.0,750,2,13.6,90024
13258,9.99,750.0,750,2,6.49,9165
13268,5.99,750.0,750,2,3.86,7153
13278,29.99,750.0,750,2,19.86,1128
13303,12.99,750.0,750,2,8.96,653
13393,11.99,750.0,750,2,6.07,9165
13395,13.99,750.0,750,2,9.2,9165
13397,21.99,750.0,750,2,13.69,90024
13421,6.99,750.0,750,2,4.54,4425
13422,9.99,750.0,750,2,6.45,2242
13430,11.99,750.0,750,2,5.91,7153
13451,12.99,750.0,750,2,8.05,4425
13454,26.99,375.0,375,2,17.0,90047
13458,8.99,750.0,750,2,5.99,8673
13461,8.99,1500.0,1500,2,5.88,1392
13487,17.99,750.0,750,2,12.32,3252
13497,10.99,750.0,750,2,6.8,1587
13498,6.99,750.0,750,2,4.63,1587
13553,36.99,750.0,750,2,25.34,4425
13594,11.99,750.0,750,2,8.16,90047
13619,18.99,750.0,750,2,12.07,4425
13637,11.99,750.0,750,2,8.16,10754
13638,11.99,750.0,750,2,8.27,10754
13651,13.99,750.0,750,2,9.03,4425
13661,21.99,750.0,750,2,11.61,4425
13663,21.99,750.0,750,2,11.38,4425
13665,12.99,750.0,750,2,8.96,4425
13693,10.99,750.0,750,2,7.58,1392
13695,8.99,750.0,750,2,6.16,3252
13708,17.99,3000.0,3000,2,11.33,2242
13718,10.99,1500.0,1500,2,7.28,3252
13723,17.99,3000.0,3000,2,11.56,9815
13767,13.99,750.0,750,2,9.45,9552
13792,9.99,750.0,750,2,6.16,1587
13793,9.99,1500.0,1500,2,6.8,4425
13807,8.99,750.0,750,2,5.95,9552
13836,17.99,1500.0,1500,2,10.73,1392
13837,8.99,1500.0,1500,2,5.73,516
13895,16.99,750.0,750,2,10.27,1587
13899,15.99,750.0,750,2,10.45,1392
13940,16.99,3000.0,3000,2,10.45,1392
13958,11.99,750.0,750,2,7.18,8892
13963,9.99,1500.0,1500,2,6.75,4425
13968,12.99,750.0,750,2,8.38,9165
13981,8.99,750.0,750,2,5.26,9165
13985,11.99,375.0,375,2,7.53,9165
13991,9.99,750.0,750,2,6.57,6785
13994,9.99,750.0,750,2,5.8,516
14004,12.99,750.0,750,2,8.9,4425
14006,9.99,750.0,750,2,5.44,3252
14008,11.99,750.0,750,2,8.1,9552
14054,8.99,750.0,750,2,6.07,8892
14067,23.99,750.0,750,2,15.48,7153
14078,17.99,3000.0,3000,2,11.25,2242
14129,8.95,750.0,750,2,6.01,8673
14184,14.99,750.0,750,2,8.72,7153
14194,37.99,750.0,750,2,25.5,4425
14240,8.99,750.0,750,2,5.36,4950
14250,11.99,750.0,750,2,6.62,4425
14280,8.99,750.0,750,2,4.96,9815
14300,11.99,750.0,750,2,7.43,9165
14342,6.99,750.0,750,2,4.6,9815
14357,9.99,750.0,750,2,6.8,90037
14363,20.99,750.0,750,2,13.51,4425
14381,15.99,750.0,750,2,10.52,90032
14382,15.99,375.0,375,2,10.59,90032
14383,15.99,750.0,750,2,10.32,90032
14393,10.99,750.0,750,2,6.5,7153
14416,12.99,750.0,750,2,8.9,4425
14433,8.99,750.0,750,2,5.8,2000
14437,19.99,750.0,750,2,11.68,9552
14439,6.29,750.0,750,2,3.42,3252
14457,12.99,750.0,750,2,7.74,90024
14471,11.99,750.0,750,2,6.49,4425
14475,12.99,750.0,750,2,6.57,1590
14539,14.99,750.0,750,2,10.06,4425
14620,6.99,750.0,750,2,4.76,3252
14622,12.99,750.0,750,2,8.66,3252
14623,6.99,750.0,750,2,4.69,3252
14624,6.99,750.0,750,2,4.57,3252
14657,12.99,750.0,750,2,8.49,10754
14663,15.99,750.0,750,2,8.78,9165
14672,21.99,750.0,750,2,11.61,4425
14688,35.99,750.0,750,2,23.8,2000
14701,6.99,750.0,750,2,4.57,9815
14703,11.99,750.0,750,2,7.58,90024
14704,7.99,750.0,750,2,3.94,1392
14706,8.99,750.0,750,2,4.6,9815
14710,15.99,750.0,750,2,10.38,516
14711,11.99,750.0,750,2,6.57,516
14805,8.99,750.0,750,2,5.8,4950
14811,10.99,750.0,750,2,7.53,10754
14838,14.99,750.0,750,2,7.71,4425
14852,12.99,750.0,750,2,8.16,90047
14895,9.99,1500.0,1500,2,5.15,1392
14920,12.99,1000.0,1000,2,7.84,90024
14930,9.99,1500.0,1500,2,5.93,4425
14974,12.99,750.0,750,2,8.9,4425
14975,6.99,750.0,750,2,4.07,6785
14983,26.99,750.0,750,2,17.8,10754
14991,19.99,750.0,750,2,11.99,9552
15007,19.99,750.0,750,2,13.79,4425
15043,22.99,750.0,750,2,15.75,516
15057,9.99,750.0,750,2,6.8,1587
15058,8.99,750.0,750,2,5.95,1587
15059,8.99,750.0,750,2,6.2,1587
15076,11.99,750.0,750,2,7.74,9552
15092,29.99,750.0,750,2,16.44,90047
15105,10.99,750.0,750,2,6.86,10000
15138,23.99,750.0,750,2,15.58,2242
15139,9.99,750.0,750,2,6.66,2242
15146,19.99,750.0,750,2,12.92,8664
15168,14.99,750.0,750,2,9.73,10754
15192,14.99,1500.0,1500,2,8.27,9744
15205,29.99,750.0,750,2,17.76,9819
15226,19.99,750.0,750,2,8.84,4425
15229,40.99,750.0,750,2,26.11,1392
15230,51.99,750.0,750,2,32.46,4425
15264,13.99,750.0,750,2,9.52,3252
15265,6.99,750.0,750,2,4.76,3252
15290,5.99,750.0,750,2,3.99,7153
15291,5.99,750.0,750,2,3.35,9815
15295,5.99,750.0,750,2,3.44,9815
15314,12.99,750.0,750,2,8.96,1128
15315,9.99,750.0,750,2,6.57,9165
15321,8.99,750.0,750,2,5.99,1392
15334,9.99,750.0,750,2,6.07,9165
15355,15.99,750.0,750,2,9.12,4425
15356,9.99,750.0,750,2,6.45,8892
15393,6.99,750.0,750,2,4.51,9815
15428,11.99,750.0,750,2,7.94,1392
15482,8.99,1500.0,1500,2,5.96,516
15503,12.99,3000.0,3000,2,8.6,9165
15509,25.99,750.0,750,2,17.23,90047
15527,9.99,750.0,750,2,6.57,6785
15528,14.99,750.0,750,2,9.33,4425
15548,8.99,750.0,750,2,6.07,8892
15549,39.99,750.0,750,2,27.58,9165
15550,28.99,750.0,750,2,19.2,3252
15575,8.99,750.0,750,2,5.88,9165
15584,11.99,750.0,750,2,6.49,10754
15619,5.99,750.0,750,2,3.35,9819
15651,13.99,750.0,750,2,9.58,10754
15675,10.99,750.0,750,2,7.28,653
15729,2.49,187.0,187,2,1.66,2000
15743,17.99,750.0,750,2,10.38,9552
15748,8.99,750.0,750,2,5.44,1392
15812,11.99,750.0,750,2,4.54,1392
15824,18.99,750.0,750,2,10.73,4692
15827,9.99,750.0,750,2,6.75,4425
15837,9.99,750.0,750,2,5.26,4950
15838,17.99,750.0,750,2,11.03,90047
15871,15.99,750.0,750,2,10.95,10754
15875,11.99,750.0,750,2,7.18,10754
15876,13.99,750.0,750,2,9.65,10754
15889,8.99,1500.0,1500,2,5.95,1392
15891,11.99,750.0,750,2,8.1,90027
15892,4.99,750.0,750,2,3.37,1392
15970,32.99,750.0,750,2,21.42,9165
15971,109.99,750.0,750,2,71.89,9165
15979,12.99,375.0,375,2,8.44,6215
15980,12.99,375.0,375,2,8.72,6215
15986,13.99,750.0,750,2,9.33,4425
16127,11.99,1500.0,1500,2,8.1,4425
16129,39.99,750.0,750,2,25.33,9744
16140,24.99,750.0,750,2,15.86,90047
16151,10.99,750.0,750,2,7.38,6785
16155,159.99,750.0,750,2,105.95,9165
16159,9.99,750.0,750,2,6.89,2242
16165,15.99,750.0,750,2,9.45,4425
16175,6.99,750.0,750,2,4.69,3252
16180,10.99,750.0,750,2,6.84,12546
16189,27.99,750.0,750,2,17.87,9165
16205,16.99,750.0,750,2,11.25,9552
16260,11.99,750.0,750,2,7.58,1392
16261,12.99,750.0,750,2,8.72,1392
16262,11.99,750.0,750,2,7.18,1392
16264,79.99,750.0,750,2,53.68,4425
16287,16.99,750.0,750,2,11.72,516
16289,7.99,750.0,750,2,5.19,3252
16310,25.99,750.0,750,2,17.23,90047
16314,9.99,750.0,750,2,5.29,7153
16315,15.99,750.0,750,2,9.45,7153
16317,10.99,750.0,750,2,7.58,2242
16318,11.99,750.0,750,2,7.79,2242
16320,8.99,750.0,750,2,5.84,4950
16325,6.79,750.0,750,2,4.68,9552
16326,3.99,500.0,500,2,2.64,1392
16327,3.99,500.0,500,2,2.61,1392
16328,3.99,500.0,500,2,2.75,1392
16329,16.99,750.0,750,2,9.08,9552
16378,9.99,750.0,750,2,6.66,4425
16393,9.99,750.0,750,2,4.66,3252
16394,17.99,750.0,750,2,9.03,3252
16427,9.99,1500.0,1500,2,6.66,4425
16440,34.99,750.0,750,2,21.33,9552
16441,17.99,3000.0,3000,2,10.96,2242
16460,11.99,750.0,750,2,8.16,9552
16477,7.99,750.0,750,2,4.76,9815
16526,8.99,750.0,750,2,6.03,10754
16537,9.99,750.0,750,2,6.84,7153
16539,15.99,750.0,750,2,9.14,7153
16553,9.99,750.0,750,2,6.7,10754
16555,18.99,750.0,750,2,11.18,2000
16568,12.99,375.0,375,2,8.84,6215
16585,29.99,750.0,750,2,18.11,653
16592,19.99,750.0,750,2,11.18,8735
16610,9.99,750.0,750,2,6.8,653
16634,32.99,750.0,750,2,20.25,4425
16647,12.99,750.0,750,2,8.49,9165
16655,10.99,750.0,750,2,7.23,10754
16657,10.99,750.0,750,2,7.23,10754
16669,12.99,750.0,750,2,8.55,90056
16670,11.99,750.0,750,2,8.27,90056
16684,15.99,750.0,750,2,11.03,4425
16694,14.99,750.0,750,2,9.93,4425
16695,15.99,750.0,750,2,10.27,4425
16696,17.99,750.0,750,2,12.24,4425
16753,9.99,750.0,750,2,6.7,653
16758,12.99,750.0,750,2,8.55,653
16761,12.99,750.0,750,2,8.84,653
16778,15.99,750.0,750,2,11.03,9165
16782,37.99,750.0,750,2,24.5,9165
16794,18.99,750.0,750,2,10.94,4425
16806,9.99,750.0,750,2,5.3,3252
16814,11.99,750.0,750,2,8.1,8673
16816,11.99,750.0,750,2,8.27,8673
16824,19.99,750.0,750,2,13.15,4425
16828,12.99,750.0,750,2,8.66,1128
16829,13.99,750.0,750,2,9.52,516
16837,5.99,750.0,750,2,3.42,9819
16843,6.29,750.0,750,2,3.44,3252
16868,17.99,750.0,750,2,11.84,9552
16869,11.99,750.0,750,2,4.57,9815
16877,8.99,750.0,750,2,6.16,4950
16918,9.99,750.0,750,2,5.8,4425
16931,165.99,750.0,750,2,109.93,4425
16947,13.99,750.0,750,2,7.48,9165
16968,16.99,750.0,750,2,10.8,10754
16971,13.99,750.0,750,2,7.43,9552
16990,11.99,750.0,750,2,6.7,8673
17011,13.99,750.0,750,2,9.2,10754
17016,10.99,750.0,750,2,7.58,10754
17019,9.99,750.0,750,2,6.45,10754
17020,10.99,750.0,750,2,7.14,10754
17024,12.99,750.0,750,2,8.72,1587
17026,16.99,750.0,750,2,10.06,90024
17041,9.99,1500.0,1500,2,5.26,8892
17073,9.99,750.0,750,2,6.84,7153
17085,38.99,750.0,750,2,25.99,4425
17119,15.99,750.0,750,2,10.66,2000
17134,15.99,750.0,750,2,9.8,8673
17146,14.99,750.0,750,2,9.08,9165
17162,9.99,750.0,750,2,6.12,8892
17163,10.99,750.0,750,2,7.09,8892
17168,9.99,750.0,750,2,5.99,10000
17171,4.99,750.0,750,2,3.35,516
17172,5.99,750.0,750,2,4.1,516
17175,7.99,1500.0,1500,2,5.2,9819
17176,7.99,1500.0,1500,2,5.23,9819
17177,7.99,1500.0,1500,2,5.45,9819
17187,16.99,750.0,750,2,11.03,10754
17194,11.99,750.0,750,2,8.27,90047
17209,15.99,750.0,750,2,11.03,2000
17219,9.99,750.0,750,2,6.45,9552
17263,10.99,750.0,750,2,7.28,4425
17296,10.99,750.0,750,2,7.14,90010
17308,21.99,750.0,750,2,15.17,9165
17315,79.99,750.0,750,2,54.05,9552
17340,7.99,750.0,750,2,5.26,8735
17341,7.99,750.0,750,2,3.86,8735
17345,8.95,750.0,750,2,6.01,4425
17349,13.99,375.0,375,2,9.65,6215
17350,13.99,375.0,375,2,9.45,6215
17372,12.99,750.0,750,2,6.57,9552
17377,14.99,750.0,750,2,10.13,1590
17378,11.99,750.0,750,2,8.27,8112
17381,8.99,750.0,750,2,4.1,7153
17432,15.99,750.0,750,2,10.34,4425
17471,10.49,750.0,750,2,7.14,12331
17473,9.49,1000.0,1000,2,5.62,12331
17500,9.99,750.0,750,2,6.45,4425
17503,14.99,750.0,750,2,10.34,4425
17504,14.99,750.0,750,2,7.99,10754
17507,15.99,750.0,750,2,9.99,9165
17535,8.99,750.0,750,2,5.99,4950
17596,13.99,750.0,750,2,8.1,1601
17612,9.99,750.0,750,2,6.75,9552
17617,15.99,750.0,750,2,10.34,7153
17707,6.79,750.0,750,2,4.62,9552
17748,3.99,500.0,500,2,2.75,1392
17754,11.99,750.0,750,2,8.05,4425
17756,15.99,750.0,750,2,9.8,4425
17758,25.99,750.0,750,2,16.77,4425
17814,34.99,750.0,750,2,23.64,1392
17865,9.99,750.0,750,2,6.09,9819
17867,5.99,750.0,750,2,3.22,9819
17876,7.99,750.0,750,2,5.33,3252
17906,15.99,750.0,750,2,10.59,1392
17910,9.99,750.0,750,2,6.57,1392
17912,8.99,750.0,750,2,6.16,1392
17914,8.99,750.0,750,2,6.2,1392
17915,8.99,750.0,750,2,5.8,1392
17916,169.99,750.0,750,2,110.38,4692
17921,14.99,750.0,750,2,8.9,4425
17937,9.99,750.0,750,2,6.84,1590
17938,9.99,750.0,750,2,6.7,1590
17945,9.99,750.0,750,2,6.53,9819
17954,7.99,750.0,750,2,5.36,9815
17957,15.99,750.0,750,2,9.14,90024
17967,12.99,750.0,750,2,8.96,516
17978,7.99,750.0,750,2,5.47,9815
17985,26.99,750.0,750,2,16.43,4425
18000,6.99,1500.0,1500,2,2.75,1392
18001,16.99,750.0,750,2,11.03,9165
18010,5.99,750.0,750,2,3.92,9815
18013,7.99,750.0,750,2,4.69,9165
18014,21.99,750.0,750,2,13.6,4425
18027,15.99,750.0,750,2,9.08,516
18095,15.99,750.0,750,2,10.38,4425
18096,31.99,750.0,750,2,20.94,516
18106,10.99,1500.0,1500,2,7.14,3252
18107,6.29,750.0,750,2,3.22,3252
18134,13.99,750.0,750,2,9.65,8892
18142,59.99,750.0,750,2,40.4,516
18152,10.99,750.0,750,2,5.26,516
18167,15.99,750.0,750,2,9.52,12331
18193,159.99,750.0,750,2,104.57,9165
18276,54.99,750.0,750,2,35.48,9165
18278,24.99,750.0,750,2,16.1,9165
18304,12.99,750.0,750,2,5.82,90024
18332,12.99,750.0,750,2,8.66,4692
18337,17.99,750.0,750,2,10.2,90047
18344,9.99,750.0,750,2,6.07,2242
18347,14.99,750.0,750,2,8.58,516
18368,7.99,750.0,750,2,5.4,2242
18369,7.99,750.0,750,2,5.36,2242
18375,11.99,750.0,750,2,7.89,8673
18381,14.99,750.0,750,2,8.44,9552
18423,17.99,750.0,750,2,9.93,2000
18449,7.99,750.0,750,2,4.53,1392
18533,14.99,750.0,750,2,10.27,90046
18534,27.99,375.0,375,2,18.79,90046
18535,27.99,375.0,375,2,19.17,90046
18551,14.99,750.0,750,2,10.2,9552
18557,9.99,750.0,750,2,5.91,10754
18562,11.99,750.0,750,2,7.99,17032
18565,11.99,750.0,750,2,5.95,8673
18568,9.99,750.0,750,2,6.89,1590
18571,9.95,750.0,750,2,6.5,1590
18575,39.99,750.0,750,2,26.34,516
18585,14.99,750.0,750,2,9.73,4425
18592,12.99,750.0,750,2,5.4,17035
18593,9.99,750.0,750,2,6.53,3252
18600,121.99,750.0,750,2,72.72,17035
18601,18.99,750.0,750,2,12.41,4425
18615,16.99,750.0,750,2,10.88,9165
18617,13.99,750.0,750,2,8.38,4425
18618,15.99,750.0,750,2,10.66,4425
18623,35.99,750.0,750,2,23.52,9165
18627,16.99,750.0,750,2,3.01,9165
18628,28.99,750.0,750,2,19.59,9165
18638,24.99,750.0,750,2,16.55,9165
18641,9.99,1500.0,1500,2,6.01,4425
18642,9.99,1500.0,1500,2,5.81,4425
18668,18.99,750.0,750,2,8.78,9552
18733,26.99,750.0,750,2,18.49,8673
18741,17.99,750.0,750,2,9.8,10754
18742,16.99,750.0,750,2,11.25,10754
18743,9.99,750.0,750,2,6.8,10754
18747,9.99,750.0,750,2,6.84,10754
18748,9.99,750.0,750,2,5.6,10754
18758,9.99,750.0,750,2,6.62,1392
18778,9.99,750.0,750,2,6.62,1590
18787,11.99,750.0,750,2,6.89,9552
18800,11.99,750.0,750,2,8.27,90052
18801,12.99,750.0,750,2,7.14,516
18812,12.49,750.0,750,2,8.5,90056
18813,11.99,375.0,375,2,7.89,90056
18817,12.99,750.0,750,2,8.6,1392
18835,11.99,750.0,750,2,8.16,3252
18836,13.99,750.0,750,2,9.33,9165
18837,12.99,375.0,375,2,8.66,6215
18851,28.99,750.0,750,2,13.07,9552
18856,5.99,750.0,750,2,3.92,3252
18857,5.99,750.0,750,2,4.02,3252
18860,5.99,750.0,750,2,3.86,3252
18865,35.99,750.0,750,2,23.22,10754
18868,14.99,750.0,750,2,9.33,4425
18879,14.99,750.0,750,2,9.99,90032
18880,12.99,750.0,750,2,8.84,9552
18881,9.99,750.0,750,2,6.53,9165
18893,9.99,750.0,750,2,6.89,9819
18900,8.99,750.0,750,2,5.91,1392
18901,8.99,750.0,750,2,6.07,1392
18909,15.99,750.0,750,2,9.65,9552
18938,10.99,750.0,750,2,6.49,9552
18951,17.99,750.0,750,2,12.07,4425
18956,14.99,750.0,750,2,9.86,9165
18971,22.99,750.0,750,2,15.64,8673
18972,10.99,375.0,375,2,7.09,4425
18988,14.99,5000.0,5000,2,8.9,9815
19000,12.99,750.0,750,2,6.66,516
19003,15.99,750.0,750,2,10.32,9165
19034,44.99,750.0,750,2,29.21,4425
19035,13.99,750.0,750,2,7.18,4692
19036,14.99,750.0,750,2,9.67,4425
19037,14.99,750.0,750,2,9.8,90047
19039,10.99,750.0,750,2,6.45,90047
19041,10.99,750.0,750,2,6.62,90047
19048,5.99,750.0,750,2,3.89,2000
19055,9.99,750.0,750,2,6.75,9819
19074,18.99,750.0,750,2,12.66,90024
19108,10.99,750.0,750,2,7.09,1392
19120,14.99,750.0,750,2,8.55,9552
19121,17.99,750.0,750,2,8.21,4425
19122,13.99,750.0,750,2,7.3,4425
19126,12.99,750.0,750,2,8.44,2000
19164,6.49,750.0,750,2,3.99,9165
19174,11.99,750.0,750,2,7.38,9744
19175,11.99,750.0,750,2,7.38,9744
19189,14.99,750.0,750,2,9.93,9552
19190,10.99,750.0,750,2,7.09,2242
19199,16.99,750.0,750,2,11.56,10000
19215,27.99,750.0,750,2,18.79,9552
19220,68.99,750.0,750,2,44.29,8112
19223,13.99,750.0,750,2,9.2,6785
19233,18.99,750.0,750,2,13.01,2000
19249,16.99,750.0,750,2,11.03,4425
19260,10.99,750.0,750,2,6.45,653
19267,49.99,750.0,750,2,32.21,9165
19270,24.99,375.0,375,2,16.44,8112
19282,19.99,750.0,750,2,13.51,4425
19283,9.99,750.0,750,2,6.89,6785
19302,11.99,750.0,750,2,7.43,7153
19340,12.99,750.0,750,2,8.38,4425
19360,10.99,750.0,750,2,7.43,9744
19381,9.99,750.0,750,2,6.57,8673
19382,9.99,750.0,750,2,6.7,8673
19397,16.99,750.0,750,2,11.48,4425
19400,19.99,750.0,750,2,12.9,6785
19417,49.99,750.0,750,2,33.11,9552
19453,16.99,750.0,750,2,9.65,2000
19458,7.99,750.0,750,2,5.33,1392
19485,190.99,1500.0,1500,2,117.23,1392
19486,17.99,750.0,750,2,11.76,1392
19494,14.99,750.0,750,2,10.13,4425
19502,41.99,750.0,750,2,28.56,7153
19507,7.49,750.0,750,2,4.99,2000
19508,14.99,750.0,750,2,9.8,9552
19549,12.99,3000.0,3000,2,8.66,9165
19556,13.99,750.0,750,2,9.39,90058
19557,13.99,750.0,750,2,9.39,90058
19577,14.99,750.0,750,2,9.45,10754
19581,26.99,750.0,750,2,15.78,4425
19588,80.99,750.0,750,2,53.99,7749
19635,21.99,750.0,750,2,13.07,9819
19645,9.99,750.0,750,2,5.26,7153
19646,8.99,750.0,750,2,5.99,7153
19648,14.99,750.0,750,2,8.96,90024
19662,5.99,750.0,750,2,4.07,6785
19671,9.99,750.0,750,2,5.89,8673
19748,13.99,1500.0,1500,2,9.2,1392
19755,10.99,750.0,750,2,6.57,1590
19769,29.99,750.0,750,2,13.15,10754
19782,24.99,750.0,750,2,16.44,1587
19786,74.99,750.0,750,2,50.33,1587
19821,17.99,750.0,750,2,10.32,4425
19827,17.99,750.0,750,2,11.18,9165
19831,9.99,750.0,750,2,6.84,9165
19836,34.99,750.0,750,2,15.06,9165
19839,111.99,750.0,750,2,73.68,9165
19848,9.99,750.0,750,2,5.33,3252
19850,10.99,1500.0,1500,2,7.53,3252
19855,31.99,750.0,750,2,19.47,4425
19870,9.99,1500.0,1500,2,5.89,4425
19895,9.99,1000.0,1000,2,6.45,9165
19896,11.49,750.0,750,2,6.62,4692
19904,79.99,750.0,750,2,53.33,4425
19906,6.99,750.0,750,2,4.82,4425
19926,10.99,750.0,750,2,6.53,6785
19934,9.99,750.0,750,2,6.7,1587
19940,10.99,750.0,750,2,6.57,4425
19947,12.99,750.0,750,2,8.72,4425
19948,15.99,750.0,750,2,10.06,4425
19950,69.99,750.0,750,2,46.66,1587
19989,7.99,750.0,750,2,5.26,9165
19996,10.99,750.0,750,2,6.53,9552
20030,7.99,750.0,750,2,5.19,516
20096,9.99,750.0,750,2,5.88,1392
20098,9.99,750.0,750,2,5.88,1392
20132,179.99,750.0,750,2,84.76,9165
20152,13.99,750.0,750,2,8.9,2000
20160,15.99,750.0,750,2,10.27,2000
20167,12.99,750.0,750,2,8.78,653
20174,15.99,750.0,750,2,10.95,10754
20177,38.99,750.0,750,2,23.83,10754
20180,13.99,750.0,750,2,9.65,1392
20190,21.99,750.0,750,2,14.76,9552
20204,12.99,750.0,750,2,7.58,90024
20216,9.99,750.0,750,2,6.57,9165
20251,22.99,750.0,750,2,15.53,10754
20255,13.99,750.0,750,2,9.65,9552
20343,14.99,750.0,750,2,9.58,653
20349,7.79,750.0,750,2,5.06,516
20383,13.99,750.0,750,2,9.03,7255
20391,12.49,750.0,750,2,8.33,9552
20395,9.99,750.0,750,2,6.49,7255
20398,8.99,750.0,750,2,6.03,7255
20404,11.99,750.0,750,2,8.1,7255
20407,13.99,750.0,750,2,9.33,4425
20409,14.99,750.0,750,2,9.86,4425
20422,27.99,750.0,750,2,18.06,4692
20426,14.99,750.0,750,2,9.86,9165
20427,16.99,750.0,750,2,11.4,9165
20441,12.99,750.0,750,2,8.84,7749
20442,19.99,750.0,750,2,13.51,7749
20446,9.99,0.0,187,2,6.7,3252
20465,54.99,750.0,750,2,36.18,653
20466,59.99,750.0,750,2,40.81,653
20475,9.99,750.0,750,2,6.75,653
20483,18.99,750.0,750,2,11.91,8892
20533,12.99,750.0,750,2,8.55,653
20550,10.99,750.0,750,2,7.14,9552
20552,13.99,750.0,750,2,9.58,90024
20557,11.99,750.0,750,2,7.84,653
20576,26.99,750.0,750,2,18.61,1587
20598,15.99,750.0,750,2,10.88,4425
20602,54.99,750.0,750,2,37.41,653
20605,13.99,750.0,750,2,9.65,653
20661,59.99,750.0,750,2,35.94,653
20666,89.99,750.0,750,2,62.06,4692
20668,45.99,375.0,375,2,31.07,4692
20669,79.99,750.0,750,2,51.94,4692
20674,24.99,750.0,750,2,17.23,90010
20689,15.99,750.0,750,2,10.32,7749
20699,11.99,750.0,750,2,7.94,4425
20725,17.99,750.0,750,2,9.86,7153
20748,49.99,750.0,750,2,34.48,9552
20762,18.99,750.0,750,2,10.95,2000
20767,19.99,750.0,750,2,13.15,9552
20768,21.99,750.0,750,2,9.72,9552
20771,59.99,750.0,750,2,27.81,9552
20776,39.99,750.0,750,2,23.33,90047
20781,17.99,750.0,750,2,9.73,9552
20788,16.99,750.0,750,2,11.1,4425
20791,7.99,750.0,750,2,5.4,2242
20800,8.99,750.0,750,2,5.84,9552
20855,12.99,750.0,750,2,8.6,7240
20862,12.99,750.0,750,2,8.55,3252
20863,12.99,750.0,750,2,8.84,3252
20864,12.99,750.0,750,2,8.55,3252
20883,89.99,750.0,750,2,61.22,4425
20912,23.99,750.0,750,2,15.75,4425
20935,34.99,750.0,750,2,16.33,9552
20960,24.99,750.0,750,2,16.12,2000
21001,11.99,750.0,750,2,7.38,10754
21019,16.99,3000.0,3000,2,10.66,1392
21032,25.99,750.0,750,2,15.12,4692
21033,41.99,750.0,750,2,26.89,4692
21055,39.99,750.0,750,2,24.02,17035
21058,44.99,750.0,750,2,30.61,4425
21076,9.99,750.0,750,2,6.07,516
21098,14.99,750.0,750,2,9.33,4425
21099,7.99,750.0,750,2,5.4,653
21103,11.99,750.0,750,2,7.89,90027
21105,29.99,750.0,750,2,19.6,4425
21135,11.99,750.0,750,2,7.94,5612
21143,9.99,750.0,750,2,6.66,4425
21144,18.99,750.0,750,2,12.49,4425
21151,13.99,750.0,750,2,6.57,17035
21179,59.99,750.0,750,2,40.26,9165
21201,17.99,3000.0,3000,2,11.4,2242
21208,15.99,750.0,750,2,10.32,10000
21218,25.99,750.0,750,2,17.44,4425
21232,9.99,750.0,750,2,6.62,3252
21233,11.99,750.0,750,2,7.53,9744
21251,17.99,750.0,750,2,11.72,4425
21263,7.99,750.0,750,2,5.47,1587
21267,15.99,750.0,750,2,10.66,9552
21271,13.99,750.0,750,2,9.2,9552
21277,19.99,750.0,750,2,13.79,4425
21281,48.99,750.0,750,2,32.23,4425
21288,34.99,750.0,750,2,23.8,4425
21289,47.99,750.0,750,2,22.75,4425
21296,15.99,750.0,750,2,11.03,9165
21298,6.99,1000.0,1000,2,4.6,9165
21308,12.99,750.0,750,2,7.38,9815
21313,5.99,750.0,750,2,3.92,9165
21317,13.99,750.0,750,2,9.33,4425
21319,12.99,750.0,750,2,8.55,3252
21320,10.99,750.0,750,2,7.09,4425
21321,7.99,750.0,750,2,4.07,1392
21338,19.99,750.0,750,2,12.98,1587
21341,12.99,750.0,750,2,8.55,4425
21342,15.99,750.0,750,2,10.52,4425
21352,82.99,750.0,750,2,52.62,516
21353,6.79,750.0,750,2,4.59,9552
21369,24.99,750.0,750,2,14.76,10000
21380,19.49,750.0,750,2,12.57,4425
21381,13.99,750.0,750,2,9.03,4425
21382,13.99,750.0,750,2,9.08,4425
21383,13.99,750.0,750,2,9.26,4425
21386,20.99,750.0,750,2,13.54,4425
21407,13.99,750.0,750,2,9.14,4425
21408,17.99,750.0,750,2,11.99,4425
21410,18.99,750.0,750,2,13.1,4425
21411,15.99,750.0,750,2,10.52,4425
21412,13.99,750.0,750,2,5.29,9165
